collection1,,,,
Number,Name,NameLink,Egg1,Egg1Link
631,Heatmor,http://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
632,Durant,http://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
633,Deino,http://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
634,Zweilous,http://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
635,Hydreigon,http://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
636,Larvesta,http://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
637,Volcarona,http://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
638,Cobalion,http://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
639,Terrakion,http://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
640,Virizion,http://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
641,Tornadus,http://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
642,Thundurus,http://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
643,Reshiram,http://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
644,Zekrom,http://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
645,Landorus,http://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
646,Kyurem,http://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
647,Keldeo,http://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
648,Meloetta,http://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
649,Genesect,http://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
650,Chespin,http://bulbapedia.bulbagarden.net/wiki/Chespin_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
651,Quilladin,http://bulbapedia.bulbagarden.net/wiki/Quilladin_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
652,Chesnaught,http://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
653,Fennekin,http://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
654,Braixen,http://bulbapedia.bulbagarden.net/wiki/Braixen_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
655,Delphox,http://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
656,Froakie,http://bulbapedia.bulbagarden.net/wiki/Froakie_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
657,Frogadier,http://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
658,Greninja,http://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
659,Bunnelby,http://bulbapedia.bulbagarden.net/wiki/Bunnelby_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
660,Diggersby,http://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
661,Fletchling,http://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
662,Fletchinder,http://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
663,Talonflame,http://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
664,Scatterbug,http://bulbapedia.bulbagarden.net/wiki/Scatterbug_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
665,Spewpa,http://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
666,Vivillon,http://bulbapedia.bulbagarden.net/wiki/Vivillon_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
667,Litleo,http://bulbapedia.bulbagarden.net/wiki/Litleo_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
668,Pyroar,http://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
669,FlabÌ©bÌ©,http://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
670,Floette,http://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
671,Florges,http://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
672,Skiddo,http://bulbapedia.bulbagarden.net/wiki/Skiddo_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
673,Gogoat,http://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
674,Pancham,http://bulbapedia.bulbagarden.net/wiki/Pancham_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
675,Pangoro,http://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
676,Furfrou,http://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
677,Espurr,http://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
678,Meowstic,http://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
679,Honedge,http://bulbapedia.bulbagarden.net/wiki/Honedge_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
680,Doublade,http://bulbapedia.bulbagarden.net/wiki/Doublade_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
681,Aegislash,http://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
682,Spritzee,http://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
683,Aromatisse,http://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
684,Swirlix,http://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
685,Slurpuff,http://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
686,Inkay,http://bulbapedia.bulbagarden.net/wiki/Inkay_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
687,Malamar,http://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
688,Binacle,http://bulbapedia.bulbagarden.net/wiki/Binacle_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
689,Barbaracle,http://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
690,Skrelp,http://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
691,Dragalge,http://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
692,Clauncher,http://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
693,Clawitzer,http://bulbapedia.bulbagarden.net/wiki/Clawitzer_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
694,Helioptile,http://bulbapedia.bulbagarden.net/wiki/Helioptile_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
695,Heliolisk,http://bulbapedia.bulbagarden.net/wiki/Heliolisk_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
696,Tyrunt,http://bulbapedia.bulbagarden.net/wiki/Tyrunt_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
697,Tyrantrum,http://bulbapedia.bulbagarden.net/wiki/Tyrantrum_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
698,Amaura,http://bulbapedia.bulbagarden.net/wiki/Amaura_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
699,Aurorus,http://bulbapedia.bulbagarden.net/wiki/Aurorus_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
700,Sylveon,http://bulbapedia.bulbagarden.net/wiki/Sylveon_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
701,Hawlucha,http://bulbapedia.bulbagarden.net/wiki/Hawlucha_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
702,Dedenne,http://bulbapedia.bulbagarden.net/wiki/Dedenne_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
703,Carbink,http://bulbapedia.bulbagarden.net/wiki/Carbink_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
704,Goomy,http://bulbapedia.bulbagarden.net/wiki/Goomy_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
705,Sliggoo,http://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
706,Goodra,http://bulbapedia.bulbagarden.net/wiki/Goodra_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
707,Klefki,http://bulbapedia.bulbagarden.net/wiki/Klefki_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
708,Phantump,http://bulbapedia.bulbagarden.net/wiki/Phantump_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
709,Trevenant,http://bulbapedia.bulbagarden.net/wiki/Trevenant_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
710,Pumpkaboo,http://bulbapedia.bulbagarden.net/wiki/Pumpkaboo_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
711,Gourgeist,http://bulbapedia.bulbagarden.net/wiki/Gourgeist_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
712,Bergmite,http://bulbapedia.bulbagarden.net/wiki/Bergmite_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
713,Avalugg,http://bulbapedia.bulbagarden.net/wiki/Avalugg_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
714,Noibat,http://bulbapedia.bulbagarden.net/wiki/Noibat_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
715,Noivern,http://bulbapedia.bulbagarden.net/wiki/Noivern_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
716,Xerneas,http://bulbapedia.bulbagarden.net/wiki/Xerneas_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
717,Yveltal,http://bulbapedia.bulbagarden.net/wiki/Yveltal_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
718,Zygarde,http://bulbapedia.bulbagarden.net/wiki/Zygarde_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
